source_type,conversation_id,conversation_title,message_timestamp,candidate_excerpt,gpu_models,vram_gb,price_aud,urls,filter_basis
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"Dell Outlet also shows Alienware laptop configurations with **RTX 4090 16GB**, **64GB DDR5**, and **2TB SSD**, but exact availability changes quickly.",RTX 4090,16,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,([dell.com](https://www.dell.com/en-au/outlet/shop/laptops-tablets/alienware-laptops?utm_source=chatgpt.com)),,,,https://www.dell.com/en-au/outlet/shop/laptops-tablets/alienware-laptops?utm_source=chatgpt.com,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,- Good 30B experimentation but not as comfortable as RTX 3090 24GB.,RTX 3090,24,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"Dell AU’s Alienware 18 Area-51 listing starts from **$4,499** and uses 14th-gen Intel HX CPUs with RTX 40-series class options; Dell Outlet has RTX 4090/64GB/2TB examples.",RTX 4090,64,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,([dell.com](https://www.dell.com/en-au/shop/gaming-and-games/alienware-m18-r2-gaming-laptop/spd/alienware-m18-r2-laptop?utm_source=chatgpt.com)),,,,https://www.dell.com/en-au/shop/gaming-and-games/alienware-m18-r2-gaming-laptop/spd/alienware-m18-r2-laptop?utm_source=chatgpt.com,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,- Similar to Legion RTX 4090 laptop if configured with 16GB RTX 4090.,RTX 4090,16,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,- Less compelling if configured with 12GB RTX 4080.,RTX 4080,12,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,### Option 6A — Minisforum MS-01 + DEG1 OCuLink dock + RTX 4070 Ti Super 16GB / RTX 3090 24GB,RTX 4070 Ti | RTX 3090,16,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"| Component | Example |
|---|---|
| Mini PC | Minisforum MS-01 barebones |
| eGPU dock | Minisforum DEG1 OCuLink |
| GPU | RTX 4070 Ti Super 16GB or used RTX 3090 24GB |
| PSU | 750–850W ATX/SFX |
| RAM/SSD | 64GB DDR5 + 2TB NVMe |",RTX 4070 Ti | RTX 3090,16,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"| Item | Estimated AUD |
|---|---:|
| Minisforum MS-01 | ~$639 barebones |
| DEG1 dock | ~$159–$208 |
| RAM + SSD | ~$350–$550 |
| PSU | ~$150–$250 |
| RTX 4070 Ti Super 16GB | ~$1,100–$1,400 |
| or RTX 3090 24GB | ~$1,500–$1,900 |
| **Total** | **~$2,400–$3,900** |",RTX 4070 Ti | RTX 3090,16,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"([store.minisforum.com](https://store.minisforum.com/pages/australia?srsltid=AfmBOoqgn9jUWMFCTCgJDz69zVEUU4H1yym5G8E_vBN8Vczva9JG6wAS&utm_source=chatgpt.com))
- Mwave lists RTX 4070 Ti Super 16GB cards, and its search result confirms 16GB VRAM for a Gigabyte refurbished RTX 4070 Ti Super Windforce OC.",RTX 4070 Ti,16,,https://store.minisforum.com/pages/australia?srsltid=AfmBOoqgn9jUWMFCTCgJDz69zVEUU4H1yym5G8E_vBN8Vczva9JG6wAS&utm_source=chatgpt.com,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,- With RTX 3090: strong.,RTX 3090,,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,- With RTX 4070 Ti Super: good but capped at 16GB.,RTX 4070 Ti,16,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,**Pull the trigger only on Path 3 or a very strong RTX 4090 laptop deal.**,RTX 4090,,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,> **RTX 3090 24GB desktop build + refurbished ThinkPad-class laptop.**,RTX 3090,24,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"> **Lenovo Legion Pro 7i RTX 4090 16GB around ~$3,600–$4,400, ideally 64GB RAM.**",RTX 4090,16,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"| Path_Strategy | Specific_Product_or_Build_Summary | Main_Processor_(CPU) | GPU_and_VRAM / Unified Memory | System_RAM | Estimated_Cost_AUD | Sourcing_Retailer | Primary_Compromise |
|---|---|---|---|---:|---:|---|---|
| Path 3 — Best value desktop | Custom desktop using used/refurb RTX 3090 24GB, 2TB NVMe, 850W PSU + refurb ThinkPad | Ryzen 7 7700 / 7800X3D class | RTX 3090 24GB | 64GB preferred | ~$3,400–$4,600 incl.",RTX 3090,24,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"laptop | Mike PC / eBay AU / Gumtree + ACT/Recompute/Reboot IT | Used GPU risk |
| Path 3 — Clean warranty desktop | PLE AI Advanced build | Ryzen 7 9700X | RTX 5070 Ti 16GB | 32GB DDR5 | $3,907 | PLE Computers | 16GB VRAM ceiling |
| Path 3 — Fast 16GB desktop | RTX 4080 Super prebuilt / refurbished MSI Infinite X2 class | i7-14700F/KF class | RTX 4080 Super 16GB | 32GB | ~$4,000–$4,500 | Mwave / Mike PC / eBay AU | Fast GPU but not 24GB |
| Path 1 — Best laptop | Lenovo Legion Pro 7i i9-14900H",RTX 5070 Ti | RTX 4080 | RTX 4090 | RTX 4070 Ti | RTX 3090,16,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"MSI’s official spec page lists **2 memory slots** and **max 96GB**, and the RTX 5090 version is listed with **16GB × 2 DDR5** in at least one configuration table.",RTX 5090,96,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,> **MSI Vector 17 HX AI RTX 5090 24GB + 64GB RAM**,RTX 5090,24,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"- Existing evaluated-products shortlist cards
- `comprehensive_llm_recommendation_log_notebooklm_optimized.md`
- `desktop_ai_hardware_scored_set.md`
- `mobile_workstation_16gb_vram_scored_set.md`
- Refurbished enterprise desktop report
- New **MSI Vector 16 HX AI RTX 5090 bundle** candidate card
- Additional candidate triage list for:",RTX 5090,,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"The listed configuration is **Intel Core Ultra 9 275HX**, **RTX 5090 Laptop GPU 24GB GDDR7**, **32GB DDR5-5600**, **2TB PCIe Gen4 SSD**, **17-inch QHD+ 240Hz 100% DCI-P3 IPS display**, **330W adapter**, **90Wh battery**, and **3kg weight**.",RTX 5090,24,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"| Option type | AI limitation |
|---|---|
| RTX 5070 / 5070 Ti laptops | Usually 8–12GB VRAM; not ideal for your main goal |
| RTX 4080 / 4090 laptops | Often 12–16GB VRAM; powerful but capped |
| RTX 4080 Super / 5070 Ti desktops | Fast, but typically 16GB VRAM |
| RTX 3090 desktop | 24GB VRAM, cheaper, more upgradeable, less portable |",RTX 5070 | RTX 4080 | RTX 3090,12,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"|
| **VRAM-per-dollar** | Weak versus RTX 3090 desktop, but unusually good for a high-end laptop.",RTX 3090,,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,> **Portable Value Exception — MSI Vector 17 HX AI RTX 5090 24GB — Strong but expensive**,RTX 5090,24,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,It should probably rank **above all 16GB RTX 4090 laptops** for your local-AI goal because the 24GB VRAM directly solves the main laptop weakness.,RTX 4090,16,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"It does **not** dethrone the RTX 3090 desktop route on value, upgradeability, thermals, or repairability.",RTX 3090,,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"| Rank | Option | Reason |
|---:|---|---|
| **1** | RTX 3090 24GB desktop + cheap/refurb laptop | Best overall AI value, upgradeability, repairability |
| **2** | **MSI Vector 17 HX AI RTX 5090 24GB** | Best one-device local-AI laptop candidate so far |
| **3** | RTX 4080 Super / RTX 5070 Ti 16GB desktop | Cleaner warranty, fast, but 16GB ceiling |
| **4** | RTX 4090 16GB laptop | Still strong, but now less compelling than this 24GB Vector |
| **5** | Mac Studio 64GB+ | Quiet LLM route, weaker C",RTX 3090 | RTX 5090 | RTX 4080 | RTX 5070 Ti | RTX 4090,24,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"**This is the first laptop option I’d treat as a serious substitute for the RTX 3090 desktop route**, because it reaches the same **24GB VRAM class** your Stage 1 research identified as the avoid-regret tier.",RTX 3090,24,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,> **Desktop-first RTX 3090 24GB is better value.,RTX 3090,24,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"This MSI Vector 17 RTX 5090 24GB is the best “one big laptop” exception so far.**
All the files uploaded by the user have been fully loaded.",RTX 5090,24,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,## For the MSI Vector 17 RTX 5090 24GB,RTX 5090,24,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,> **MSI Vector 17 HX AI RTX 5090 24GB + future 64GB RAM upgrade**,RTX 5090,24,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,Rent RTX 4090/L40S/A100/H100-class hardware only when needed.,RTX 4090,,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"- A newer 8GB RTX 5070 laptop can be faster than an older 8GB GPU, but it still hits an 8GB ceiling.",RTX 5070,8,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"|
| **03 — Single-GPU Desktop Value Exceptions** | Alienware Aurora, compact OEM RTX 3090/4090 towers, RTX 4080S/5070Ti desktops.",RTX 3090,,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"|
| **04 — Portable Value Exceptions** | RTX 4090/5080/5090 laptops, MSI Vector/Raider, Legion, Alienware m18, Razer.",RTX 4090,,,,project_term
ChatGPT-Export,69f3c88f-77b8-839f-a680-2ea7eafaad84,MSI Vector 17 HX AI,2026-05-02T03:32:21.244531+00:00,"```markdown id=""kjxo0q""
#growth-platform
#portable-exception
#single-gpu-value
#dual-gpu-ready
#rtx3090
#rtx5090
#24gb-vram
#16gb-vram
```",rtx3090 | rtx5090,24,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,Rent RTX 4090/L40S/A100/H100-class hardware only when needed.,RTX 4090,,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"- A newer 8GB RTX 5070 laptop can be faster than an older 8GB GPU, but it still hits an 8GB ceiling.",RTX 5070,8,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"|
| **03 — Single-GPU Desktop Value Exceptions** | Alienware Aurora, compact OEM RTX 3090/4090 towers, RTX 4080S/5070Ti desktops.",RTX 3090,,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"|
| **04 — Portable Value Exceptions** | RTX 4090/5080/5090 laptops, MSI Vector/Raider, Legion, Alienware m18, Razer.",RTX 4090,,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"```markdown id=""kjxo0q""
#growth-platform
#portable-exception
#single-gpu-value
#dual-gpu-ready
#rtx3090
#rtx5090
#24gb-vram
#16gb-vram
```
All the files uploaded by the user have been fully loaded.",rtx3090 | rtx5090,24,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"- Existing evaluated-products shortlist cards
- `comprehensive_llm_recommendation_log_notebooklm_optimized.md`
- `desktop_ai_hardware_scored_set.md`
- `mobile_workstation_16gb_vram_scored_set.md`
- Refurbished enterprise desktop report
- New **MSI Vector 16 HX AI RTX 5090 bundle** candidate card
- Additional candidate triage list for:",RTX 5090,,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"### CONSTELLAR ONYX PC - RTX 4080 SUPER
Description: None
Price: $4,099.00
URL: 
Number of Reviews: None
Rating: None
Featured Tag: Best desktop route
Merchants: Mike PC AU",RTX 4080,,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"### Acer Predator Orion 7000 RTX 4080 SUPER Desktop
Description: None
Price: $4,988.00
URL: 
Number of Reviews: 2
Rating: 3.0
Featured Tag: Over-budget warning
Merchants: Domayne + others",RTX 4080,,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"| Rank | Option | Verdict |
|---:|---|---|
| **1** | **RTX 3090 24GB desktop build + refurbished ThinkPad** | Best blend of local LLM capability, image-generation headroom, upgradeability, and total value.",RTX 3090,24,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"|
| **2** | **RTX 4080 Super / RTX 5070 Ti 16GB desktop** | Cleaner warranty than used 3090, faster GPU, but 16GB VRAM is a real ceiling for 32B models.",RTX 4080 | RTX 5070 Ti,16,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"|
| **3** | **Lenovo Legion Pro 7i RTX 4090 16GB laptop** | Best one-device option, but worse value than desktop and capped at 16GB VRAM.",RTX 4090,16,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"**Definitive recommendation:** buy a **desktop-first NVIDIA CUDA setup**, preferably with **RTX 3090 24GB**, and pair it with a **$500–$800 refurbished ThinkPad-class laptop**.",RTX 3090,24,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"A 16GB RTX 4090 laptop is powerful, but it still has **less VRAM than a used RTX 3090 desktop**.",RTX 4090 | RTX 3090,16,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,### Option 3A — Custom RTX 3090 24GB AI desktop + refurbished ThinkPad,RTX 3090,24,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"| Component | Target |
|---|---|
| CPU | AMD Ryzen 7 7700 / Ryzen 7 7800X3D / Intel i7-class |
| GPU | **Used/refurb RTX 3090 24GB** |
| RAM | 64GB DDR5 preferred |
| Storage | 2TB NVMe |
| PSU | 850W Gold minimum |
| Case | Airflow-focused mid tower |
| OS | Windows 11 / Linux dual boot optional |",RTX 3090,24,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"| Item | Estimated AUD |
|---|---:|
| RTX 3090 24GB | ~$1,500–$1,900 |
| New desktop platform | ~$1,400–$1,900 |
| Refurb ThinkPad / business laptop | ~$500–$800 |
| **Total** | **~$3,400–$4,600** |",RTX 3090,24,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"- Mike PC lists an **MSI RTX 3090 AERO 24GB** with **12-month warranty** at **$1,799**, although the page shows ETA-style availability rather than immediate walk-in certainty.",RTX 3090,24,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"([mikepc.com.au](https://mikepc.com.au/products/msi-rtx-3090-aero-24gb-graphics-card?srsltid=AfmBOoqxlAACw0DQ6G1d6yzWUOhuBkjSidNcllDbJ6Ctr42J_G2OLswC&utm_source=chatgpt.com))
- eBay AU listings for RTX 3090 24GB show a broad band around **AU ~$1,100–$2,100+**, with GST/import flags on some overseas listings; this confirms the market exists but requires seller scrutiny.",RTX 3090,24,,https://mikepc.com.au/products/msi-rtx-3090-aero-24gb-graphics-card?srsltid=AfmBOoqxlAACw0DQ6G1d6yzWUOhuBkjSidNcllDbJ6Ctr42J_G2OLswC&utm_source=chatgpt.com,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"([ebay.com.au](https://www.ebay.com.au/shop/3090-24gb?_nkw=3090+24gb&srsltid=AfmBOoqKxsxuL1bMRylDE9N7McsPdq-Q5K1S9GOezApqcvycyXk_5gr_&utm_source=chatgpt.com))
- Gumtree AU shows local RTX 3090 examples including a Hampton Park VIC listing at **$1,500**, but private-sale GPU risk is high.",RTX 3090,24,,https://www.ebay.com.au/shop/3090-24gb?_nkw=3090+24gb&srsltid=AfmBOoqKxsxuL1bMRylDE9N7McsPdq-Q5K1S9GOezApqcvycyXk_5gr_&utm_source=chatgpt.com,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,### Option 3B — New/prebuilt 16GB desktop: RTX 5070 Ti / RTX 4080 Super class,RTX 5070 Ti | RTX 4080,16,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,#### 3B-1 — PLE AI Advanced RTX 5070 Ti 16GB,RTX 5070 Ti,16,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"PLE lists an **AI Advanced** build at **$3,907**, built to order, with **Ryzen 7 9700X**, **32GB DDR5-6000**, **Gigabyte RTX 5070 Ti 16GB**, and **2TB NVMe**.",RTX 5070 Ti,32,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,#### 3B-2 — RTX 4080 Super 16GB desktop,RTX 4080,16,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"Mwave search results show several RTX 4080 Super desktop options, including a Thermaltake i7-14700F/32GB/2TB/RTX 4080S system and a refurbished MSI MPG Infinite X2 i7-14700KF/32GB/2TB SSD + 2TB HDD/RTX 4080 Super system with 12-month limited warranty.",RTX 4080,32,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"Product-search results also surfaced a **CONSTELLAR ONYX RTX 4080 SUPER** around **$4,099** and an **Acer Predator Orion 7000 RTX 4080 SUPER** around **$4,988**, the latter outside your preferred budget.",RTX 4080,,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,- Faster than RTX 3090 in many compute workloads.,RTX 3090,,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,- Worse for 32B local coding models than a 24GB RTX 3090 if full-GPU residency is the goal.,RTX 3090,24,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"- Faster per image than RTX 3090 in many workflows, but less VRAM.",RTX 3090,,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"### Option 1A — Lenovo Legion Pro 7i RTX 4090 16GB, 32/64GB RAM",RTX 4090,16,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"Mike PC lists a **Lenovo Legion Pro 7i** with **i9-14900HX**, **RTX 4090 16GB**, **32GB or 64GB DDR5**, **2TB SSD**, and **16-inch 2K 240Hz** display at **$3,599 sale price** for the listed configuration family.",RTX 4090,16,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,([mikepc.com.au](https://mikepc.com.au/products/lenovo-legion-pro-7i-i9-14900hx-32gb-2tb-ssd-rtx-4090-2k-240hz-1y-wty?srsltid=AfmBOoqQQSbvop2QyAsANuX_-8xxcm-4qGBBb-evi8jyACPmwnPMxOyo&utm_source=chatgpt.com)),,32,,https://mikepc.com.au/products/lenovo-legion-pro-7i-i9-14900hx-32gb-2tb-ssd-rtx-4090-2k-240hz-1y-wty?srsltid=AfmBOoqQQSbvop2QyAsANuX_-8xxcm-4qGBBb-evi8jyACPmwnPMxOyo&utm_source=chatgpt.com,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"Dell Outlet also shows Alienware laptop configurations with **RTX 4090 16GB**, **64GB DDR5**, and **2TB SSD**, but exact availability changes quickly.",RTX 4090,16,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,([dell.com](https://www.dell.com/en-au/outlet/shop/laptops-tablets/alienware-laptops?utm_source=chatgpt.com)),,,,https://www.dell.com/en-au/outlet/shop/laptops-tablets/alienware-laptops?utm_source=chatgpt.com,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,- Good 30B experimentation but not as comfortable as RTX 3090 24GB.,RTX 3090,24,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"Dell AU’s Alienware 18 Area-51 listing starts from **$4,499** and uses 14th-gen Intel HX CPUs with RTX 40-series class options; Dell Outlet has RTX 4090/64GB/2TB examples.",RTX 4090,64,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,([dell.com](https://www.dell.com/en-au/shop/gaming-and-games/alienware-m18-r2-gaming-laptop/spd/alienware-m18-r2-laptop?utm_source=chatgpt.com)),,,,https://www.dell.com/en-au/shop/gaming-and-games/alienware-m18-r2-gaming-laptop/spd/alienware-m18-r2-laptop?utm_source=chatgpt.com,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,- Similar to Legion RTX 4090 laptop if configured with 16GB RTX 4090.,RTX 4090,16,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,- Less compelling if configured with 12GB RTX 4080.,RTX 4080,12,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,### Option 6A — Minisforum MS-01 + DEG1 OCuLink dock + RTX 4070 Ti Super 16GB / RTX 3090 24GB,RTX 4070 Ti | RTX 3090,16,,,project_term
ChatGPT-Export,69f4635f-83b4-839a-9d97-e38feeeba8a3,MINISFORUM N5 MAX Review,2026-05-01T08:26:42.679324+00:00,"| Component | Example |
|---|---|
| Mini PC | Minisforum MS-01 barebones |
| eGPU dock | Minisforum DEG1 OCuLink |
| GPU | RTX 4070 Ti Super 16GB or used RTX 3090 24GB |
| PSU | 750–850W ATX/SFX |
| RAM/SSD | 64GB DDR5 + 2TB NVMe |",RTX 4070 Ti | RTX 3090,16,,,project_term
